Time (s),Mass A X (m),Mass A Y (m),Mass B X (m),Mass B Y (m)
42.80428,-0.02458449,-0.0008480393,0.02411117,-0.001543903
42.83761,-0.02396299,-0.0009649058,0.02366431,-0.001618924
42.87095,-0.02267935,-0.001136911,0.02262591,-0.001739967
42.90429,-0.02121671,-0.001267855,0.0213627,-0.001850784
42.93762,-0.02017454,-0.001340436,0.02039264,-0.001905554
42.97096,-0.01996762,-0.001316667,0.02011801,-0.001889196
43.0043,-0.02061917,-0.00128796,0.02066499,-0.001876549
43.03763,-0.02196296,-0.001206009,0.02178035,-0.001798686
43.07097,-0.02336331,-0.001024868,0.02301496,-0.001705328
43.10431,-0.02437049,-0.0008726277,0.02386586,-0.001591617
43.13764,-0.02459666,-0.0008519685,0.02396963,-0.001581872
43.17098,-0.02395776,-0.00095412,0.02334921,-0.001648809
43.20432,-0.02265902,-0.001146902,0.02223656,-0.001817197
43.23765,-0.02121863,-0.001260584,0.02102445,-0.001913259
43.27099,-0.02020783,-0.001331938,0.02022435,-0.001933312
43.30433,-0.0200172,-0.001307284,0.02016142,-0.001904311
43.33766,-0.02070447,-0.001281114,0.02093342,-0.001856065
43.371,-0.02197173,-0.001202616,0.0221504,-0.001784466
43.40434,-0.02330447,-0.001022831,0.02337268,-0.001616412
43.43767,-0.02426515,-0.0008832633,0.02410848,-0.00149887
43.47101,-0.02442793,-0.0008548685,0.02406344,-0.001479096
43.50435,-0.02375671,-0.0009754412,0.02328361,-0.001578568
43.53768,-0.02255319,-0.001131647,0.0220286,-0.001717424
43.57102,-0.02121563,-0.001253986,0.02077053,-0.001828447
43.60436,-0.02032403,-0.001316274,0.02000979,-0.001879455
43.63769,-0.02026806,-0.001298793,0.02009793,-0.001864767
43.67103,-0.02094342,-0.001284233,0.02096557,-0.001843645
43.70437,-0.02215866,-0.001184333,0.02230086,-0.001744186
43.7377,-0.02339703,-0.001025371,0.0235681,-0.001589151
43.77104,-0.02415998,-0.0009091144,0.02426956,-0.001482579
43.80438,-0.02419709,-0.0008936573,0.02417474,-0.001488341
43.83771,-0.02346617,-0.00099825,0.02331213,-0.001599216
43.87105,-0.02231347,-0.001145737,0.02199593,-0.001746375
43.90439,-0.02111247,-0.001242257,0.02067138,-0.001818194
43.93772,-0.02038765,-0.001306288,0.01989663,-0.001871585
43.97106,-0.02046869,-0.001283909,0.02000321,-0.001875096
44.0044,-0.02130545,-0.00124187,0.02095193,-0.001839508
44.03773,-0.02254189,-0.001158234,0.02231813,-0.001746271
44.07107,-0.02363951,-0.001009391,0.0235678,-0.001588521
44.10441,-0.02424094,-0.0009290543,0.02426168,-0.001493185
44.13774,-0.02405147,-0.0009364981,0.02416126,-0.001478307
44.17108,-0.02318692,-0.0010736,0.02332754,-0.001593297
44.20442,-0.02195886,-0.001197105,0.0220229,-0.001735289
44.23775,-0.02079395,-0.001253016,0.02076959,-0.001818877
44.27109,-0.0202544,-0.001299849,0.02004414,-0.001865455
44.30443,-0.02050126,-0.001295911,0.02016465,-0.001876279
44.33776,-0.02148489,-0.001236596,0.02108536,-0.001838302
44.3711,-0.02279829,-0.001128671,0.0223618,-0.001751565
44.40444,-0.02390038,-0.0009974662,0.02352246,-0.001608749
44.43777,-0.02441685,-0.0008978393,0.02411376,-0.001493615
44.47111,-0.0240593,-0.0009490849,0.02397595,-0.001510836
44.50445,-0.02307018,-0.001108002,0.02311059,-0.001645761
44.53778,-0.02170423,-0.001250379,0.02187918,-0.001750561
44.57112,-0.02051731,-0.001340007,0.02076468,-0.001827546
44.60446,-0.0200495,-0.001333374,0.02018504,-0.001875435
44.63779,-0.02044099,-0.001316957,0.02041773,-0.001868424
44.67113,-0.02153629,-0.001243638,0.021304,-0.001819087
44.70447,-0.0229235,-0.001118043,0.02249121,-0.001730154
44.7378,-0.0240571,-0.0009787432,0.02354211,-0.001619496
44.77114,-0.0245313,-0.0009145654,0.02396635,-0.001541495
44.80448,-0.02412066,-0.0009487891,0.02368412,-0.001594355
44.83781,-0.02302221,-0.001128188,0.02276558,-0.001704697
44.87115,-0.02166494,-0.001252259,0.02159286,-0.001814224
44.90449,-0.02049377,-0.001328303,0.02062637,-0.001903311
44.93782,-0.02001785,-0.001331454,0.02023479,-0.001905178
44.97116,-0.0204157,-0.00129608,0.02062915,-0.001870184
45.0045,-0.02149882,-0.001246813,0.02163848,-0.001819978
45.03783,-0.02289424,-0.001130888,0.02282748,-0.001725298
45.07117,-0.02400425,-0.0009813345,0.02370734,-0.001605183
45.10451,-0.02443495,-0.0009347527,0.02397706,-0.001564142
45.13784,-0.02402975,-0.001008258,0.02351034,-0.001633519
45.17118,-0.02298186,-0.001146605,0.02248902,-0.001737941
45.20452,-0.0216426,-0.001284345,0.02127807,-0.001839054
45.23785,-0.02056101,-0.001351225,0.02034221,-0.001892739
45.27119,-0.02011734,-0.001329535,0.02010458,-0.001895224
45.30453,-0.02051626,-0.001316638,0.02065297,-0.001863271
45.33786,-0.02158475,-0.001239783,0.02178329,-0.001799794
45.3712,-0.02288437,-0.001123054,0.02303287,-0.001707148
45.40454,-0.02389789,-0.0009968161,0.02395114,-0.001593952
45.43787,-0.02427299,-0.0009572433,0.02411933,-0.001561522
45.47121,-0.02382742,-0.001040527,0.02352583,-0.001642806
45.50455,-0.02277945,-0.001140509,0.02239283,-0.001753268
45.53788,-0.02155235,-0.001278367,0.0211019,-0.001857195
45.57122,-0.02060026,-0.001339873,0.0201507,-0.00190113
45.60456,-0.02034914,-0.001322373,0.01998318,-0.001898895
45.63789,-0.02085926,-0.001296176,0.020616,-0.00187554
45.67123,-0.02195839,-0.00119854,0.02184079,-0.001775787
45.70457,-0.02313539,-0.001068274,0.02314568,-0.001628536
45.7379,-0.02393267,-0.0009263405,0.02399749,-0.001499639
45.77124,-0.02409707,-0.0008921295,0.02414183,-0.001449942
45.80458,-0.02354075,-0.000971359,0.02352253,-0.001555488
45.83791,-0.02244152,-0.001119459,0.02235299,-0.001702914
45.87125,-0.02128298,-0.001230997,0.02104704,-0.001820952
45.90459,-0.02048656,-0.001293686,0.0201363,-0.001878185
45.93792,-0.0204131,-0.00129259,0.01995454,-0.001887841
45.97126,-0.02106221,-0.001277507,0.02059294,-0.001868826
46.0046,-0.02220413,-0.001185039,0.0218102,-0.001775035
46.03793,-0.02337751,-0.001032032,0.02306152,-0.001637284
46.07127,-0.02409363,-0.0009124437,0.02393121,-0.001494502
46.10461,-0.024089,-0.0008991714,0.02408474,-0.001458283
46.13794,-0.02334216,-0.001003933,0.02347974,-0.001552369
46.17128,-0.02220108,-0.001159174,0.02235668,-0.001706841
46.20462,-0.02102739,-0.001228188,0.02114392,-0.00181815
46.23795,-0.02032073,-0.001284515,0.02027969,-0.001864973
46.27129,-0.02037239,-0.00128543,0.02014873,-0.001870546
46.30463,-0.02118314,-0.001258542,0.02082288,-0.001846086
46.33796,-0.0224306,-0.001162774,0.02195178,-0.001781985
46.3713,-0.0236127,-0.001020457,0.0230769,-0.001641127
46.40464,-0.02430472,-0.0009093163,0.02380446,-0.001534469
46.43797,-0.02423401,-0.0008975133,0.02384134,-0.001545126
46.47131,-0.02338257,-0.001007477,0.02320459,-0.001631879
46.50465,-0.02212524,-0.001164728,0.02211784,-0.00173765
46.53798,-0.02087021,-0.001247135,0.02100742,-0.001825883
46.57132,-0.02019589,-0.001320687,0.02036073,-0.001883562
46.60466,-0.02030542,-0.001283017,0.02039406,-0.001868096
46.63799,-0.02118945,-0.001247544,0.02112555,-0.001841258
46.67133,-0.02248324,-0.001156469,0.0222177,-0.001755776
46.70467,-0.02371996,-0.00101263,0.02323313,-0.001646997
46.738,-0.02434511,-0.0008984718,0.02379965,-0.001538986
46.77134,-0.02425295,-0.0008880283,0.02368902,-0.001568349
46.80468,-0.0233715,-0.00103041,0.02291664,-0.001689034
46.83801,-0.02211817,-0.001176034,0.02180719,-0.00181051
46.87135,-0.02087714,-0.00124789,0.02079969,-0.001898309
46.90469,-0.02021915,-0.001292538,0.02026179,-0.001901999
46.93802,-0.02034168,-0.001285481,0.020468,-0.00187896
46.97136,-0.02119754,-0.001242691,0.02136293,-0.001837228
47.0047,-0.02246841,-0.001161301,0.02251754,-0.001740229
47.03803,-0.02361818,-0.001017546,0.0234926,-0.001606473
47.07137,-0.02424887,-0.000909559,0.02394913,-0.001540322
47.10471,-0.02409582,-0.0009262865,0.02367015,-0.001602389
47.13804,-0.02329101,-0.001010509,0.02276431,-0.001701071
47.17138,-0.02203852,-0.001165978,0.02159211,-0.001833306
47.20472,-0.02094523,-0.001244565,0.02056414,-0.001903873
47.23805,-0.02036038,-0.001287729,0.02011058,-0.001912778
47.27139,-0.02055732,-0.001291104,0.02042137,-0.001875018
47.30473,-0.02138357,-0.001233549,0.02141756,-0.001825134
47.33806,-0.02255866,-0.001152628,0.02263541,-0.001732121
47.3714,-0.02355113,-0.001039757,0.02366174,-0.001616736
47.40474,-0.02404324,-0.0009601339,0.02407427,-0.001542192
47.43807,-0.02381693,-0.001009994,0.02373046,-0.00160611
47.47141,-0.02295384,-0.001123145,0.02277767,-0.001721181
47.50475,-0.02180214,-0.001241997,0.02152902,-0.001841964
47.53808,-0.02086042,-0.001330895,0.02044818,-0.001920515
47.57142,-0.02047102,-0.001330585,0.02004175,-0.00190005
47.60476,-0.02078781,-0.001297023,0.02043456,-0.001871342
47.63809,-0.02172016,-0.001238693,0.02148092,-0.001826687
47.67143,-0.02288527,-0.001158193,0.02275028,-0.0017259
47.70477,-0.0237839,-0.001027526,0.02377798,-0.001602747
47.7381,-0.02409628,-0.0009649092,0.0241545,-0.001534766
47.77144,-0.02368155,-0.001044001,0.02382707,-0.001601481
47.80478,-0.02272121,-0.001138272,0.02284198,-0.001719689
47.83811,-0.0215991,-0.001249906,0.02157476,-0.001831592
47.87145,-0.02072385,-0.001322702,0.02058307,-0.001905368
47.90479,-0.02050301,-0.001320785,0.02017841,-0.001901472
47.93812,-0.0209778,-0.00128807,0.02057931,-0.001876682
47.97146,-0.02200249,-0.001210921,0.02157223,-0.001824486
48.0048,-0.02314017,-0.001068139,0.02272929,-0.001736305
48.03813,-0.02395484,-0.0009372722,0.02368221,-0.001616242
48.07147,-0.0241532,-0.0009369238,0.02400087,-0.00156142
48.10481,-0.02357095,-0.001028012,0.02361038,-0.001609748
48.13814,-0.02250401,-0.001159774,0.02268995,-0.001722665
48.17148,-0.02130376,-0.001258987,0.02151712,-0.001822863
48.20482,-0.02044692,-0.001324224,0.020612,-0.001891794
48.23815,-0.02028762,-0.001312174,0.02032998,-0.001888115
48.27149,-0.02091695,-0.001277114,0.02077684,-0.001866019
48.30483,-0.0220618,-0.001209687,0.02174226,-0.001803616
48.33816,-0.02325398,-0.001037919,0.02284554,-0.001720783
48.3715,-0.02411201,-0.0009028701,0.02360435,-0.001627932
48.40484,-0.02427944,-0.0008688518,0.02381381,-0.001578899
48.43817,-0.02364935,-0.0009772622,0.02335126,-0.001649444
48.47151,-0.02253311,-0.001127007,0.02239268,-0.001778727
48.50485,-0.02126258,-0.001246441,0.02131352,-0.001838476
48.53818,-0.02038176,-0.001302521,0.02057655,-0.001895336
48.57152,-0.02020287,-0.001300128,0.02048901,-0.001883684
48.60486,-0.0208418,-0.001269877,0.0210459,-0.001860342
48.63819,-0.02198213,-0.00120705,0.02207207,-0.001798976
48.67153,-0.02317632,-0.001049168,0.02310852,-0.001723188
48.70487,-0.02401819,-0.000920328,0.02373831,-0.001616925
48.7382,-0.02421562,-0.000874478,0.02378911,-0.00160036
48.77154,-0.02360623,-0.0009623045,0.02319351,-0.001676224
48.80488,-0.02253385,-0.001138085,0.02214262,-0.001817322
48.83821,-0.02132191,-0.001245736,0.02105381,-0.001895273
48.87155,-0.0205175,-0.00129794,0.02039571,-0.001912115
48.90489,-0.02039874,-0.001296395,0.02040679,-0.001892679
48.93822,-0.02098273,-0.001269954,0.02110963,-0.001853368
48.97156,-0.02206041,-0.001201268,0.02220913,-0.001764832
49.0049,-0.02320933,-0.001045315,0.02326114,-0.001627755
49.03823,-0.02396089,-0.0009462895,0.02386036,-0.001546977
49.07157,-0.02401749,-0.0009464901,0.02377934,-0.001564246
49.10491,-0.023441,-0.001038074,0.02304609,-0.001657736
49.13824,-0.02240479,-0.00117009,0.02193272,-0.001806745
49.17158,-0.02129417,-0.001254613,0.02082798,-0.001904209
49.20492,-0.02063755,-0.001284557,0.02017253,-0.001896679
49.23825,-0.02062668,-0.001305779,0.02028373,-0.001885523
49.27159,-0.02128116,-0.001271135,0.02107472,-0.001857659
49.30493,-0.0223249,-0.001169725,0.02224864,-0.001761251
49.33826,-0.0233633,-0.001044805,0.02333858,-0.001617725
49.3716,-0.02393889,-0.0009578624,0.02395963,-0.001533709
49.40494,-0.02388387,-0.0009793108,0.0238481,-0.001554015
49.43827,-0.02319725,-0.00107488,0.02305716,-0.001666968
49.47161,-0.02214318,-0.00118047,0.02192112,-0.00182639
49.50495,-0.02113124,-0.001240208,0.02079386,-0.001902044
49.53828,-0.02057501,-0.00128468,0.02017378,-0.001914399
49.57162,-0.02075665,-0.001290255,0.02028868,-0.001897206
49.60496,-0.02155088,-0.001258884,0.02110305,-0.001861038
49.63829,-0.02262013,-0.001154689,0.02225009,-0.001765434
49.67163,-0.02356977,-0.001019099,0.02331696,-0.001620448
49.70497,-0.02402203,-0.0009527404,0.02391925,-0.001537467
49.7383,-0.02381266,-0.000998767,0.02381764,-0.001568004
49.77164,-0.02297881,-0.001118811,0.02305994,-0.001675245
49.80498,-0.02183248,-0.001248074,0.02194547,-0.001802707
49.83831,-0.0208444,-0.001315601,0.0209051,-0.001903145
49.87165,-0.02040399,-0.001321479,0.02033478,-0.001904144
49.90499,-0.02066745,-0.001295649,0.02048432,-0.001887555
49.93832,-0.02156735,-0.001252152,0.02128078,-0.001854023
49.97166,-0.02271529,-0.001136501,0.02233736,-0.001752209
50.005,-0.02368438,-0.001018165,0.02328054,-0.00163701
50.03833,-0.02408493,-0.0009593906,0.02375267,-0.001553221
50.07167,-0.0237617,-0.001010376,0.02357988,-0.001595608
50.105,-0.0228673,-0.00112353,0.02281133,-0.001681145
50.13834,-0.0217072,-0.001249226,0.02175892,-0.001804024
50.17168,-0.0206714,-0.001319571,0.02085787,-0.001884679
50.20501,-0.02027445,-0.001332563,0.02044863,-0.001901355
50.23835,-0.02060604,-0.001293027,0.02073253,-0.001861776
50.27169,-0.02157842,-0.001234148,0.02154443,-0.001835901
50.30502,-0.02281829,-0.001140984,0.02257173,-0.001743301
50.33836,-0.02378766,-0.001021105,0.02336396,-0.001643167
50.3717,-0.02419729,-0.0009552989,0.02369974,-0.001586049
50.40503,-0.0238629,-0.001018996,0.0233704,-0.001616881
50.43837,-0.02288846,-0.001138278,0.02252755,-0.001703497
50.47171,-0.02173361,-0.00125651,0.02150273,-0.001807335
50.50504,-0.02076402,-0.001331515,0.02067753,-0.001882299
50.53838,-0.02037744,-0.00133892,0.02039645,-0.001895421
50.57172,-0.02071123,-0.001305119,0.02079786,-0.00188256
50.60505,-0.0216504,-0.001246553,0.02169796,-0.001811345
50.63839,-0.02281843,-0.001136003,0.02274617,-0.00171898
50.67173,-0.02372255,-0.001005858,0.02354059,-0.001613949
50.70506,-0.02406218,-0.0009513156,0.02372625,-0.001573917
50.7384,-0.02372644,-0.001022125,0.02328628,-0.00163899
50.77174,-0.02283808,-0.001139156,0.02233636,-0.001730307
50.80507,-0.02170341,-0.001250502,0.02128724,-0.001826876
50.83841,-0.02077278,-0.001321586,0.02046453,-0.001892999
50.87175,-0.02048692,-0.001335268,0.02031111,-0.001887605
50.90508,-0.02088671,-0.001292573,0.02082665,-0.001854653
50.93842,-0.02182279,-0.001216701,0.02183579,-0.001791835
50.97176,-0.02289884,-0.001084459,0.02293991,-0.001656575
51.00509,-0.02372346,-0.000994797,0.02370166,-0.001573885
51.03843,-0.02392746,-0.0009600316,0.02383148,-0.001549074
51.07177,-0.02350893,-0.001039505,0.02329686,-0.001634095
51.1051,-0.02262577,-0.001133077,0.02229975,-0.00172505
51.13844,-0.02156523,-0.001239194,0.02121006,-0.001831259
51.17178,-0.02078222,-0.001296258,0.02038886,-0.001881987
51.20511,-0.02063203,-0.001299879,0.02022428,-0.00188335
51.23845,-0.02114462,-0.001271205,0.0207862,-0.001849581
51.27179,-0.02210233,-0.001206942,0.02184879,-0.001790005
51.30512,-0.02308878,-0.001084955,0.02293897,-0.001663575
51.33846,-0.02375893,-0.001006542,0.02372398,-0.001582814
51.3718,-0.02385693,-0.0009972691,0.02383632,-0.001562974
51.40513,-0.02326672,-0.001067857,0.02328884,-0.001636101
51.43847,-0.0223132,-0.001157297,0.02226236,-0.001731593
51.47181,-0.02131279,-0.001255176,0.02114664,-0.001841044
51.50514,-0.02070569,-0.001293779,0.02039655,-0.001881902
51.53848,-0.02065073,-0.00129234,0.02027276,-0.001876843
51.57182,-0.02125869,-0.001258037,0.02079791,-0.001855955
51.60515,-0.0223061,-0.001179565,0.02181221,-0.001781067
51.63849,-0.02331789,-0.001040267,0.02286696,-0.001653024
51.67183,-0.02393637,-0.0009530446,0.02359894,-0.001603416
51.70516,-0.02391464,-0.0009762694,0.02373597,-0.001573615
51.7385,-0.02323755,-0.001068816,0.02322625,-0.00163563
51.77184,-0.02218338,-0.001168962,0.0222577,-0.001735216
51.80517,-0.02113216,-0.001252939,0.02123823,-0.001819281
51.83851,-0.02051257,-0.001297486,0.02055733,-0.001864447
51.87185,-0.02057712,-0.001296648,0.0204819,-0.001878393
51.90518,-0.02132104,-0.001249683,0.02106415,-0.001844371
51.93852,-0.02243108,-0.001171703,0.02203207,-0.001781092
51.97186,-0.02347304,-0.001032057,0.02298731,-0.001655266
52.00519,-0.02407641,-0.0009296935,0.02354771,-0.001608782
52.03853,-0.0239972,-0.0009176236,0.02353405,-0.001598129
52.07187,-0.02322428,-0.001007766,0.02293064,-0.001677019
52.1052,-0.0221155,-0.001127925,0.02201289,-0.001778572
52.13854,-0.02103804,-0.001233203,0.02110027,-0.001842992
52.17188,-0.02045863,-0.001285892,0.02055745,-0.001877883
52.20521,-0.02056228,-0.001288376,0.02062035,-0.001875897
52.23855,-0.02127303,-0.001248762,0.0213031,-0.001822168
52.27189,-0.02238015,-0.001159046,0.02230023,-0.001759536
52.30522,-0.02340346,-0.001034752,0.02319635,-0.001651952
52.33856,-0.02398385,-0.0009440675,0.0236398,-0.001625081
52.3719,-0.02388855,-0.0009777537,0.02349355,-0.001634228
52.40523,-0.02318134,-0.001083087,0.02279359,-0.001691579
52.43857,-0.02211926,-0.001236094,0.02179861,-0.00180704
52.47191,-0.02106787,-0.001314417,0.02090669,-0.00187169
52.50524,-0.02050713,-0.001340352,0.02048683,-0.001898231
52.53858,-0.02064021,-0.001296749,0.02072456,-0.001863863
52.57192,-0.02137326,-0.001257694,0.02152847,-0.001822221
52.60525,-0.02241272,-0.001187403,0.02255472,-0.001754215
52.63859,-0.02335214,-0.001054537,0.02339935,-0.001644497
52.67193,-0.02388213,-0.000959841,0.02376619,-0.00156388
52.70526,-0.02378008,-0.00098601,0.02349454,-0.001604356
52.7386,-0.02307049,-0.001090096,0.02269704,-0.001710275
52.77194,-0.02205254,-0.001242994,0.02163301,-0.001820052
52.80527,-0.02112503,-0.001323895,0.02072482,-0.001890357
52.83861,-0.02068754,-0.001334199,0.02034863,-0.001890171
52.87195,-0.02084037,-0.001293896,0.02064854,-0.001875495
52.90528,-0.02157047,-0.001244867,0.02152699,-0.001822531
52.93862,-0.02254201,-0.001163107,0.02260773,-0.001733311
52.97196,-0.02338567,-0.00105982,0.02350458,-0.001627796
53.00529,-0.02376498,-0.0009893559,0.02386155,-0.001560663
53.03863,-0.02352291,-0.001013399,0.02353697,-0.001603669
53.07197,-0.02276326,-0.00110934,0.02268274,-0.001713988
53.1053,-0.02178786,-0.001229184,0.02158845,-0.001820594
53.13864,-0.0209844,-0.001309929,0.02067434,-0.001892044
53.17198,-0.02065925,-0.001324849,0.02029377,-0.001900917
53.20531,-0.02097155,-0.001282232,0.02062669,-0.001876866
53.23865,-0.02179337,-0.001228534,0.02150174,-0.001810134
53.27199,-0.02278959,-0.001152813,0.02258075,-0.00175107
53.30532,-0.02355286,-0.001054017,0.02347342,-0.001637001
53.33866,-0.02380087,-0.0009841029,0.02381803,-0.001561175
53.372,-0.0234102,-0.001037617,0.02351659,-0.001599089
53.40533,-0.02255321,-0.001143266,0.02267108,-0.001704198
53.43867,-0.02152589,-0.00122878,0.02162683,-0.001806081
53.47201,-0.02074895,-0.001289795,0.02076389,-0.001873773
53.50534,-0.02057,-0.001306351,0.02044338,-0.001886773
53.53868,-0.02100188,-0.001256441,0.02078131,-0.001853829
53.57202,-0.02197073,-0.00121923,0.0216193,-0.001821663
53.60535,-0.02301673,-0.001117928,0.02261125,-0.001742612
53.63869,-0.02377345,-0.001044558,0.02340519,-0.001644698
53.67203,-0.02396116,-0.0009935721,0.02364047,-0.001577816
53.70536,-0.02345424,-0.001049878,0.02332339,-0.001617222
53.7387,-0.02254093,-0.001159545,0.02252354,-0.001706122
53.77204,-0.02144132,-0.001243932,0.02155332,-0.001803586
53.80537,-0.02072332,-0.001312123,0.02078767,-0.001876134
53.83871,-0.02057155,-0.001305336,0.0205697,-0.00186775
53.87205,-0.02109511,-0.001284565,0.0209513,-0.001867577
53.90538,-0.02206645,-0.001204697,0.02178946,-0.001807465
53.93872,-0.02316039,-0.001064567,0.02270208,-0.001727963
53.97206,-0.02390974,-0.0009590014,0.02334355,-0.001655745
54.00539,-0.02407639,-0.0009417002,0.02349357,-0.001658719
54.03873,-0.02356526,-0.001037875,0.02304686,-0.001713975
54.07207,-0.02256871,-0.001145074,0.02222837,-0.001822825
54.1054,-0.02147168,-0.001252709,0.02130219,-0.00190719
54.13874,-0.02071302,-0.00131089,0.02071575,-0.001915736
54.17208,-0.0205481,-0.001306787,0.02067028,-0.001914472
54.20541,-0.02101891,-0.001267003,0.02119278,-0.001857765
54.23875,-0.02202756,-0.001200465,0.02207772,-0.001788077
54.27209,-0.02307996,-0.001071122,0.02298096,-0.001679148
54.30542,-0.02378751,-0.0009631085,0.02353942,-0.001629977
54.33876,-0.02393075,-0.0009638864,0.02353134,-0.001612308
54.3721,-0.02342789,-0.001046088,0.02294457,-0.001668363
54.40543,-0.02247287,-0.001145776,0.02204368,-0.00178682
54.43877,-0.02148391,-0.001247557,0.02111652,-0.001836218
54.47211,-0.02078984,-0.001294885,0.02052407,-0.001865799
54.50544,-0.02069845,-0.001292993,0.02054833,-0.00186795
54.53878,-0.02119811,-0.00126387,0.02115845,-0.001834248
54.57212,-0.02211664,-0.001203624,0.02216985,-0.001777095
54.60545,-0.02304952,-0.001075023,0.02312912,-0.001659731
54.63879,-0.02368565,-0.0009759802,0.02367017,-0.001611664
54.67213,-0.02370645,-0.0009895576,0.02361268,-0.001618573
54.70546,-0.02317694,-0.001063167,0.02297071,-0.00168138
54.7388,-0.02229687,-0.00115227,0.02195854,-0.001791114
54.77214,-0.02139458,-0.001226637,0.0209842,-0.001846249
54.80547,-0.02083852,-0.00127976,0.02039447,-0.001869627
54.83881,-0.0208248,-0.001284083,0.02044536,-0.001870397
54.87215,-0.02140422,-0.001260378,0.02115971,-0.001852648
54.90548,-0.02229999,-0.001195212,0.02219165,-0.001777103
54.93882,-0.02321048,-0.001069338,0.02314352,-0.00163677
54.97216,-0.02368868,-0.0009755711,0.0236815,-0.001551364
55.00549,-0.0235951,-0.0009922968,0.02361781,-0.001568137
55.03883,-0.02299209,-0.001090689,0.02297422,-0.001667171
55.07217,-0.02205569,-0.00119707,0.02197886,-0.00177878
55.1055,-0.02119494,-0.00124089,0.02100633,-0.001840787
55.13884,-0.02076345,-0.001273517,0.0204791,-0.001865833
55.17218,-0.02092021,-0.001285419,0.02055117,-0.001864232
55.20551,-0.02162583,-0.001235976,0.02118543,-0.00184031
55.23885,-0.02259805,-0.001166431,0.02217622,-0.001757373
55.27219,-0.02346371,-0.001067856,0.0230973,-0.001655684
55.30552,-0.02384865,-0.0009764603,0.02360406,-0.001624775
55.33886,-0.02362636,-0.001021567,0.02353565,-0.001607074
55.3722,-0.02288074,-0.001109634,0.02290453,-0.001689748
55.40553,-0.02191353,-0.001210944,0.02196963,-0.00178409
55.43887,-0.02104736,-0.001246301,0.0210843,-0.001824352
55.47221,-0.02067572,-0.001283735,0.0205963,-0.001865209
55.50554,-0.02090935,-0.001278182,0.02074679,-0.001865421
55.53888,-0.02169684,-0.001240669,0.02142892,-0.00183337
55.57222,-0.0227099,-0.001147955,0.02227725,-0.001766893
55.60555,-0.02353952,-0.001042908,0.02308792,-0.001675271
55.63889,-0.02391663,-0.0009846304,0.02346859,-0.001644637
55.67223,-0.02366382,-0.0010186,0.02332045,-0.001628764
55.70556,-0.0228632,-0.001112451,0.02267905,-0.001701851
55.7389,-0.02179324,-0.001223729,0.02178717,-0.001792884
55.77224,-0.02091786,-0.00130283,0.02101464,-0.001862308
55.80557,-0.02055603,-0.001304813,0.02067515,-0.001874429
55.83891,-0.02080298,-0.001296496,0.02090208,-0.001865515
55.87225,-0.02163836,-0.00125636,0.02161282,-0.001832809
55.90558,-0.02264737,-0.001153506,0.022524,-0.001754964
55.93892,-0.02352337,-0.001036091,0.02323783,-0.001659012
55.97226,-0.02389429,-0.0009731821,0.02347975,-0.001648484
56.00559,-0.02364416,-0.001027265,0.02321407,-0.001653728
56.03893,-0.02284762,-0.001113665,0.02246829,-0.001761367
56.07227,-0.02181564,-0.001236773,0.02158259,-0.00183423
56.1056,-0.02096848,-0.001301668,0.02087683,-0.001875948
56.13894,-0.02060258,-0.001324594,0.0206666,-0.001893975
56.17228,-0.02090922,-0.001294603,0.02100719,-0.001866197
56.20561,-0.02171378,-0.001241866,0.021847,-0.001813547
56.23895,-0.02267538,-0.001156166,0.02274478,-0.001736919
56.27229,-0.0234561,-0.001041846,0.0234488,-0.001642636
56.30562,-0.02380559,-0.0009924877,0.02363754,-0.001602451
56.33896,-0.02349453,-0.001032707,0.02324788,-0.001645975
56.3723,-0.02272814,-0.001128341,0.02240169,-0.001725231
56.40563,-0.02180309,-0.001225644,0.02143703,-0.00180472
56.43897,-0.02104732,-0.001310806,0.020731,-0.001874143
56.47231,-0.02077745,-0.001305963,0.02058231,-0.001870366
56.50564,-0.02111856,-0.001273335,0.02102877,-0.001851611
56.53898,-0.02187246,-0.001228357,0.02192615,-0.00179975
56.57232,-0.02280973,-0.001158503,0.02287458,-0.001732174
56.60565,-0.02349514,-0.001057207,0.02358577,-0.001633994
56.63899,-0.02368737,-0.001004586,0.02376271,-0.001585104
56.67233,-0.02331005,-0.001065034,0.02332991,-0.001646735
56.70566,-0.02253848,-0.001127923,0.02247032,-0.001724548
56.739,-0.02163764,-0.001218229,0.02145952,-0.00180087
56.77234,-0.02100335,-0.001232977,0.02074026,-0.001856216
56.80567,-0.02088496,-0.001261416,0.02059502,-0.001859147
56.83901,-0.02133787,-0.001246758,0.02105384,-0.001849372
56.87235,-0.02217876,-0.001200568,0.02192987,-0.001806537
56.90568,-0.02306754,-0.001091756,0.02289564,-0.001724605
56.93902,-0.02364966,-0.001036709,0.02356589,-0.001646732
56.97236,-0.02370097,-0.001012691,0.02368199,-0.001599433
57.00569,-0.02319776,-0.00106366,0.02324398,-0.001639933
57.03903,-0.02235987,-0.001138661,0.02237308,-0.001712745
57.07237,-0.02145742,-0.00122757,0.02143726,-0.001810378
57.1057,-0.02090721,-0.001279308,0.02075985,-0.001863274
57.13904,-0.02088226,-0.00128318,0.02065335,-0.001864678
57.17238,-0.02144531,-0.001256332,0.02108551,-0.001852374
57.20571,-0.02235461,-0.001188831,0.02191075,-0.001795318
57.23905,-0.0232424,-0.001066069,0.02281189,-0.001721624
