Time,mass A x axis,mass B x axis
1.160118E+01,-2.471003E-02,2.091047E-02
1.163452E+01,-2.455574E-02,2.158779E-02
1.166785E+01,-2.329277E-02,2.199067E-02
1.170119E+01,-2.1284E-02,2.209307E-02
1.173453E+01,-1.903573E-02,2.203031E-02
1.176786E+01,-1.721985E-02,2.194837E-02
1.18012E+01,-1.651235E-02,2.201672E-02
1.183454E+01,-1.707379E-02,2.22722E-02
1.186787E+01,-1.871524E-02,2.263454E-02
1.190121E+01,-2.090599E-02,2.280328E-02
1.193455E+01,-2.2865E-02,2.262406E-02
1.196788E+01,-2.415666E-02,2.197182E-02
1.200122E+01,-2.442266E-02,2.096763E-02
1.203456E+01,-2.369452E-02,1.987763E-02
1.206789E+01,-2.216676E-02,1.908448E-02
1.210123E+01,-2.045576E-02,1.890545E-02
1.213457E+01,-1.895368E-02,1.957909E-02
1.21679E+01,-1.826599E-02,2.101754E-02
1.220124E+01,-1.837511E-02,2.280157E-02
1.223458E+01,-1.910369E-02,2.438593E-02
1.226791E+01,-2.015592E-02,2.527816E-02
1.230125E+01,-2.109761E-02,2.515812E-02
1.233459E+01,-2.172857E-02,2.399806E-02
1.236792E+01,-2.186804E-02,2.211744E-02
1.240126E+01,-2.165816E-02,1.993134E-02
1.24346E+01,-2.130099E-02,1.820489E-02
1.246793E+01,-2.102788E-02,1.738074E-02
1.250127E+01,-2.101848E-02,1.780917E-02
1.253461E+01,-2.12321E-02,1.943925E-02
1.256794E+01,-2.145319E-02,2.155107E-02
1.260128E+01,-2.14371E-02,2.360096E-02
1.263462E+01,-2.110182E-02,2.499599E-02
1.266796E+01,-2.039835E-02,2.537485E-02
1.270129E+01,-1.956899E-02,2.469036E-02
1.273463E+01,-1.879848E-02,2.317181E-02
1.276797E+01,-1.853201E-02,2.130962E-02
1.28013E+01,-1.894219E-02,1.96384E-02
1.283464E+01,-2.006286E-02,1.872201E-02
1.286798E+01,-2.161963E-02,1.868691E-02
1.290131E+01,-2.3158E-02,1.94532E-02
1.293465E+01,-2.406548E-02,2.064169E-02
1.296799E+01,-2.406274E-02,2.182697E-02
1.300132E+01,-2.306347E-02,2.270672E-02
1.303466E+01,-2.135168E-02,2.305123E-02
1.3068E+01,-1.93226E-02,2.29545E-02
1.310133E+01,-1.761947E-02,2.250055E-02
1.313467E+01,-1.673594E-02,2.198821E-02
1.316801E+01,-1.707873E-02,2.167574E-02
1.320134E+01,-1.854215E-02,2.161896E-02
1.323468E+01,-2.062283E-02,2.163369E-02
1.326802E+01,-2.271817E-02,2.168288E-02
1.330135E+01,-2.424087E-02,2.152019E-02
1.333469E+01,-2.470269E-02,2.111476E-02
1.336803E+01,-2.40866E-02,2.05568E-02
1.340136E+01,-2.251534E-02,2.005327E-02
1.34347E+01,-2.051084E-02,1.98464E-02
1.346804E+01,-1.869194E-02,2.014898E-02
1.350137E+01,-1.766512E-02,2.107134E-02
1.353471E+01,-1.758696E-02,2.237088E-02
1.356805E+01,-1.84426E-02,2.364703E-02
1.360138E+01,-1.978466E-02,2.444652E-02
1.363472E+01,-2.121618E-02,2.446561E-02
1.366806E+01,-2.227407E-02,2.363087E-02
